SYS.STBR-NAME,INV#,OPEN-DATE,JANE DOE,PART #,ACCT-MK,DESC,QSHP,QORD,Central Supply,Great Supply Inc,SRC
Delta Dealer,FAKE_18789,06/13/25,06/16/25,HP59-0023,HO,CAP,1,1,5.00,,19
Delta Dealer,FAKE_18789,06/13/25,06/16/25,HP08P00-3A0-100,HO,RUTH CARTER,1,1,79.60,,7
Delta Dealer,FAKE_18789,06/13/25,06/16/25,HP08W42-S2A-101,HO,"LOCK SET, WHEEL",1,1,58.00,,7
Delta Dealer,FAKE_18789,06/13/25,06/16/25,HP08U45-3A0-100,HO,"TRAY, CARGO",1,1,79.60,,7
Delta Dealer,FAKE_18789,06/13/25,06/16/25,HP08P04-3A0-100,HO,JENNIFER JACKSON,1,1,61.20,,7
Delta Dealer,FAKE_18790,06/13/25,06/16/25,,  ,,,,0.00,,
Delta Dealer,FAKE_68,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_68,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_68,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,5,5,12.60,,18
Delta Dealer,FAKE_60,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_60,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_60,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_58,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_58,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_58,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_42,06/16/25,06/16/25,HP891972,HO,JOSHUA ROBERTS,1,1,27.99,,24
Delta Dealer,FAKE_42,06/16/25,06/16/25,HP608334,HO,CHARLES HALL,1,1,20.14,,24
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_39,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP17220-5J6-A10,HO,"ELEMENT, AIR CLEANER",1,1,19.12,,12
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP80291-TF3-E01,HO,"ELEMENT, FILTER",1,1,17.55,,12
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP90471-PX4-000,HO,"WASHER, DRAIN (18MM)",1,1,3.71,,12
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP94109-20000,HO,"WASHER, DRAIN (20MM)",1,1,0.82,,12
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP90471-59C-000,HO,GASKET (10MM),1,1,2.95,,6
Delta Dealer,FAKE_39,06/16/25,06/16/25,HP08200-9015,HO,ATF-TYPE 2.0,5,5,39.50,,9
Delta Dealer,FAKE_54,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_54,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_54,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_47,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_47,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_47,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_47,06/16/25,06/16/25,HP17220-5J6-A10,HO,"ELEMENT, AIR CLEANER",1,1,19.12,,12
Delta Dealer,FAKE_47,06/16/25,06/16/25,HP80292-SDA-407,HO,ELEMENT,1,1,17.11,,12
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP80292-SDA-407,HO,ELEMENT,1,1,17.11,,12
Delta Dealer,FAKE_49,06/16/25,06/16/25,PKATFF,HO,,1,1,0.00,,0
Delta Dealer,FAKE_49,06/16/25,06/16/25,FAKE_2,HO,JAMES GARCIA,1,1,18.47,,24
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP08200-9008,HO,FLUID (ATF DW-1),9,9,54.63,,9
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP90471-PX4-000,HO,"WASHER, DRAIN (18MM)",1,1,3.71,,12
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP11107-PWA-300,HO,WASHER (24MM),1,1,1.89,,6
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP11107-PWA-300,HO,WASHER (24MM),1,1,1.89,,6
Delta Dealer,FAKE_49,06/16/25,06/16/25,PKBF,HO,,1,1,0.00,,0
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP608334,HO,CHARLES HALL,1,1,20.14,,24
Delta Dealer,FAKE_49,06/16/25,06/16/25,PKSAE020,HO,,1,1,0.00,,0
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_49,06/16/25,06/16/25,HPFS020-BAS-N0L,HO,"OIL, FULLSYN (0W20)",5,5,14.90,,18
Delta Dealer,FAKE_49,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_73,06/16/25,06/16/25,HP50890-SNA-A82,HO,"ROD, TORQUE (LOWER)",1,1,58.65,,6
Delta Dealer,FAKE_69,06/16/25,06/16/25,PKBF,HO,,1,1,0.00,,0
Delta Dealer,FAKE_69,06/16/25,06/16/25,HP608334,HO,CHARLES HALL,1,1,20.14,,24
Delta Dealer,FAKE_69,06/16/25,06/16/25,HP43022-TVA-A60,HO,"PAD SET, RR.",1,1,51.59,,12
Delta Dealer,FAKE_70,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_70,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_70,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_72,06/16/25,06/16/25,HP42751-CTL-044,HO,TIRE 265/60R18,1,1,175.35,,11
Delta Dealer,FAKE_72,06/16/25,06/16/25,HP42753-SB8-661,HO,"VALVE, RIM",1,1,1.03,,1
Delta Dealer,FAKE_81,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_81,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_81,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,5,5,12.60,,18
Delta Dealer,FAKE_81,06/16/25,06/16/25,HP17220-5LA-A00,HO,"ELEMENT, AIR CLEANER",1,1,18.15,,12
Delta Dealer,FAKE_81,06/16/25,06/16/25,HP80292-SDA-407,HO,ELEMENT,1,1,17.11,,12
Delta Dealer,FAKE_77,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_77,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_77,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_82,06/16/25,06/16/25,HP08200-9017,HO,ATF-TYPE 3.1,4,4,73.28,,9
Delta Dealer,FAKE_82,06/16/25,06/16/25,HP90471-PX4-000,HO,"WASHER, DRAIN (18MM)",1,1,3.71,,12
Delta Dealer,FAKE_82,06/16/25,06/16/25,PKSAE020,HO,,1,1,0.00,,0
Delta Dealer,FAKE_82,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_82,06/16/25,06/16/25,HPFS020-BAS-N0L,HO,"OIL, FULLSYN (0W20)",5,5,14.90,,18
Delta Dealer,FAKE_82,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_103,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP90471-PX4-000,HO,"WASHER, DRAIN (18MM)",1,1,3.71,,12
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP94109-20000,HO,"WASHER, DRAIN (20MM)",1,1,0.82,,12
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP90471-59C-000,HO,GASKET (10MM),1,1,2.95,,6
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP08200-9015,HO,ATF-TYPE 2.0,5,5,39.50,,9
Delta Dealer,FAKE_103,06/16/25,06/16/25,PKBF,HO,,1,1,0.00,,0
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP608334,HO,CHARLES HALL,1,1,20.14,,24
Delta Dealer,FAKE_103,06/16/25,06/16/25,HP891972,HO,JOSHUA ROBERTS,1,1,27.99,,24
Delta Dealer,FAKE_110,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_110,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_110,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_18,06/16/25,06/16/25,HP08L02-THR-102,HO,"RAIL, ROOF",1,1,223.30,,7
Delta Dealer,FAKE_18,06/16/25,06/16/25,HP08L04-THR-100,HO,CROSSBARS,1,1,134.10,,7
Delta Dealer,FAKE_59,06/16/25,06/16/25,HP08L02-THR-102,HO,"RAIL, ROOF",1,1,223.30,,7
Delta Dealer,FAKE_59,06/16/25,06/16/25,HP08L04-THR-100,HO,CROSSBARS,1,1,134.10,,7
Delta Dealer,FAKE_93,06/16/25,06/16/25,HP31500-SR1-100M,HO,*31500-SR1-100MS,1,1,93.16,16.00,55
Delta Dealer,FAKE_93,06/16/25,06/16/25,HP31500-SR1-100M,HO,*31500-SR1-100MS,-1,-1,-16.00,,55
Delta Dealer,FAKE_95,06/16/25,06/16/25,HP42751-BRI-126,HO,TIRE (235/60R18),4,4,607.80,,11
Delta Dealer,FAKE_95,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_95,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_95,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_95,06/16/25,06/16/25,HP42753-SB8-661,HO,"VALVE, RIM",4,4,4.12,,1
Delta Dealer,FAKE_119,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_119,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_119,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_119,06/16/25,06/16/25,HP90471-PX4-000,HO,"WASHER, DRAIN (18MM)",1,1,3.71,,12
Delta Dealer,FAKE_119,06/16/25,06/16/25,HP90471-59C-000,HO,GASKET (10MM),2,2,5.90,,6
Delta Dealer,FAKE_119,06/16/25,06/16/25,HP08200-HCF2,HO,FLUID (HCF-2),4,4,33.08,,9
Delta Dealer,FAKE_18791,06/16/25,06/16/25,,  ,,,,0.00,,
Delta Dealer,FAKE_112,06/16/25,06/16/25,HPR134A-24,  ,FREON,2,2,24.00,,9
Delta Dealer,FAKE_100,06/16/25,06/16/25,HP15400-PLM-A02,  ,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_100,06/16/25,06/16/25,HP94109-14000,  ,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_100,06/16/25,06/16/25,HPSAE020,  ,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_104,06/16/25,06/16/25,HP80292-SDA-407,HO,ELEMENT,1,1,17.11,,12
Delta Dealer,FAKE_104,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_104,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_104,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_104,06/16/25,06/16/25,HP17220-5J6-A10,HO,"ELEMENT, AIR CLEANER",1,1,19.12,,12
Delta Dealer,FAKE_104,06/16/25,06/16/25,HP54100-TG7-A56ZA,HO,SWITCH SUB-A*NH869L*,0,1,0.00,,6
Delta Dealer,FAKE_105,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_105,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_105,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP90471-PX4-000,HO,"WASHER, DRAIN (18MM)",1,1,3.71,,12
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP94109-20000,HO,"WASHER, DRAIN (20MM)",1,1,0.82,,12
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP08200-9007,HO,"FLUID, DPF II",2,2,12.68,,9
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP90471-59C-000,HO,GASKET (10MM),1,1,2.95,,6
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP94109-20000,HO,"WASHER, DRAIN (20MM)",1,1,0.82,,12
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP08200-9022,HO,HEVF-TYPE 1.0,3,3,24.90,,9
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_25,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,5,5,12.60,,18
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP891972,HO,JOSHUA ROBERTS,1,1,27.99,,24
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP08CLA-P99-0F0A8,HO,Noble Components,1,1,13.05,,9
Delta Dealer,FAKE_25,06/16/25,06/16/25,HP884531,HO,MARK TAYLOR,1,1,36.58,,24
Delta Dealer,FAKE_107,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_107,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_107,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,5,5,12.60,,18
Delta Dealer,FAKE_128,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_128,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_128,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_18792,06/16/25,06/16/25,,  ,,,,0.00,,
Delta Dealer,FAKE_17,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_17,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_17,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,5,5,12.60,,18
Delta Dealer,FAKE_57,06/16/25,06/16/25,,HO,,,,0.00,,
Delta Dealer,FAKE_22,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_22,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_22,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_130,06/16/25,06/16/25,Trust Cars,  ,BATTERY ASSY. (L3),1,1,171.71,16.00,55
Delta Dealer,FAKE_130,06/16/25,06/16/25,Trust Cars,  ,BATTERY ASSY. (L3),-1,-1,-16.00,,55
Delta Dealer,FAKE_125,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_125,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_125,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_125,06/16/25,06/16/25,PKBF,HO,,1,1,0.00,,0
Delta Dealer,FAKE_125,06/16/25,06/16/25,HP608334,HO,CHARLES HALL,1,1,20.14,,24
Delta Dealer,FAKE_126,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_126,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_126,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
Delta Dealer,FAKE_126,06/16/25,06/16/25,HP42753-SB8-661,HO,"VALVE, RIM",1,1,1.03,,1
Delta Dealer,FAKE_94,06/16/25,06/16/25,HP15400-PLM-A02,  ,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_94,06/16/25,06/16/25,HP94109-14000,  ,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_94,06/16/25,06/16/25,HPSAE020,  ,0W20VAL/MAXLIFE,6,6,15.12,,18
Delta Dealer,FAKE_131,06/16/25,06/16/25,HP15400-PLM-A02,HO,"FILTER, OIL",1,1,5.62,,12
Delta Dealer,FAKE_131,06/16/25,06/16/25,HP94109-14000,HO,"WASHER, DRAIN (14MM)",1,1,0.38,,12
Delta Dealer,FAKE_131,06/16/25,06/16/25,HPSAE020,HO,0W20VAL/MAXLIFE,4,4,10.08,,18
